,condition,date,price_log,bedrooms,bathrooms,waterfront,sqft_living,floors,zipcode,grade_int,yr_built
20945,Average,2015-01-16,12.873132491326801,3,2.5,0.0,1720,2.0,98053,7,2011
20946,Average,2015-03-11,11.608235644774552,2,1.0,0.0,828,1.0,98001,6,1968
20947,Average,2014-07-31,12.345834587905333,3,1.5,0.0,1040,2.0,98144,9,2015
20948,Average,2014-08-29,13.186989394713999,4,2.75,0.0,2790,2.0,98045,8,2014
20949,Average,2014-09-18,12.59642411582829,3,2.5,0.0,1410,2.0,98108,7,2014
20950,Average,2014-10-07,13.664687668229691,4,4.5,0.0,4040,2.0,98052,9,2006
20951,Average,2014-07-08,13.607255619143816,4,3.5,0.0,3370,2.0,98029,9,2007
20952,Average,2014-06-05,12.690040815126281,3,2.5,0.0,1660,2.0,98118,7,2009
20953,Average,2015-03-26,12.170445467887022,2,1.75,0.0,910,1.0,98038,6,2004
20954,Average,2014-05-22,12.779873068457553,3,2.25,0.0,1280,3.0,98103,8,2005
20955,Average,2014-06-14,13.17115354157376,4,2.75,0.0,2360,2.0,98028,8,2008
20956,Average,2015-02-27,12.823822561617671,3,2.5,0.0,2529,2.0,98042,7,2012
20957,Average,2014-11-07,14.03062193758122,4,3.5,0.0,4700,1.0,98033,11,2002
20958,Average,2015-05-04,13.764217263576723,3,2.5,0.0,2780,1.0,98045,10,2006
20959,Average,2014-09-18,13.69784126583885,4,2.75,0.0,3540,2.0,98074,9,2014
20960,Average,2015-03-19,13.465953081794405,3,2.5,0.0,1580,2.0,98107,8,2014
20961,Average,2014-08-26,12.498742259492994,3,2.5,0.0,1700,2.0,98168,7,2014
20962,Average,2014-05-07,12.629541378077914,3,2.5,0.0,1600,2.0,98056,7,2013
20963,Average,2014-07-03,12.89896979483491,2,1.75,0.0,1410,1.5,98027,9,2011
20964,Average,2014-12-29,13.112313041550827,3,1.5,0.0,1580,3.0,98115,8,2014
20965,Average,2014-11-04,13.66157352198021,3,3.5,0.0,3940,2.0,98166,10,2014
20966,Average,2014-09-11,13.648215535186942,5,2.75,0.0,4450,2.0,98011,9,2014
20967,Average,2014-06-10,12.622180913736818,4,2.5,0.0,2009,2.0,98092,8,2014
20968,Average,2014-10-15,12.745485726148077,6,5.0,0.0,2732,2.0,98002,7,2009
20969,Average,2014-07-16,12.611537753638338,3,2.5,0.0,2090,2.0,98042,7,2005
20970,Average,2014-11-22,12.721587258782296,2,2.5,0.0,980,3.0,98117,8,2008
20971,Average,2015-04-16,13.076319438902923,5,3.5,0.0,2815,2.0,98055,9,2012
20972,Average,2014-06-18,13.617059619240436,4,2.5,0.0,3170,2.0,98033,9,2008
20973,Average,2014-08-05,13.270783382522602,5,3.25,0.0,3030,2.0,98106,8,2014
20974,Average,2014-07-22,12.765688433465597,2,2.5,0.0,1280,2.0,98103,8,2006
20975,Average,2015-02-26,13.721199878493033,3,2.5,0.0,2030,3.0,98004,9,2007
20976,Average,2014-06-26,12.933621252807452,3,2.5,0.0,2490,2.5,98059,8,2012
20977,Average,2015-03-30,13.17115354157376,3,2.5,0.0,3030,2.0,98059,8,2009
20978,Average,2015-04-09,13.38472764187182,2,2.5,0.0,1470,3.0,98103,8,2008
20979,Average,2014-12-10,13.017002861746503,3,2.25,0.0,1620,2.5,98027,8,2012
20980,Average,2014-05-16,14.054527458434775,4,3.0,0.0,5520,2.0,98006,9,2008
20981,Average,2015-04-12,13.457406021215947,3,3.5,0.0,3200,2.0,98011,10,2007
20982,Average,2014-07-23,13.709038313453757,4,2.5,0.0,2580,2.0,98033,8,2013
20983,Average,2014-08-08,12.775638764318764,4,3.0,0.0,2050,2.0,98001,8,2014
20984,Average,2014-09-08,13.091904169919621,3,2.5,0.0,2430,2.0,98065,7,2011
20985,Average,2014-06-26,13.570760252896006,4,3.25,0.0,3060,2.0,98027,10,2014
20986,Average,2015-04-28,13.178743710840436,2,2.0,0.0,1540,2.0,98177,8,2008
20987,Average,2015-04-16,13.151339485640847,3,3.25,0.0,1310,2.0,98107,8,2008
20988,Average,2014-05-20,12.922242752847655,3,2.5,0.0,1800,2.0,98065,8,2014
20989,Average,2015-05-06,12.870300669231842,3,2.5,0.0,2370,2.0,98038,8,2014
20990,Average,2015-02-27,12.936033799212835,3,2.25,0.0,1445,2.0,98027,7,2004
20991,Average,2015-04-07,13.164464553422965,3,2.25,0.0,1450,2.0,98122,8,2006
20992,Average,2014-08-20,13.270783382522602,3,2.5,0.0,1740,3.0,98116,8,2008
20993,Average,2014-06-30,13.69058885252855,4,2.5,0.0,3560,3.0,98052,8,2014
20994,Average,2015-04-08,13.17115354157376,3,2.75,0.0,2130,2.0,98118,9,2010
20995,Average,2014-12-01,13.151922179645874,5,2.75,0.0,2980,2.0,98028,9,2007
20996,Average,2014-09-26,13.286877315548319,3,3.0,0.0,2840,2.0,98065,9,2014
20997,Average,2015-03-24,13.53777881636566,4,2.5,0.0,3420,2.0,98052,9,2009
20998,Average,2014-10-02,12.556729517143344,3,2.5,0.0,1660,2.0,98038,7,2013
20999,Average,2015-03-28,12.732279371334467,2,2.25,0.0,1150,2.0,98027,7,2013
21000,Average,2014-06-13,12.84660987581782,3,2.25,0.0,1410,2.0,98027,7,2005
21001,Average,2014-07-23,13.217673557208654,3,2.0,0.0,1420,2.5,98109,9,2007
21002,Average,2014-09-02,12.594391594803367,3,2.5,0.0,1860,2.0,98038,8,2010
21003,Average,2014-06-09,12.751299696013497,2,1.5,0.0,1340,2.0,98144,8,2008
21004,Average,2015-02-09,13.017002861746503,2,1.5,0.0,1530,2.0,98122,8,2005
21005,Average,2015-04-15,12.948009990259552,3,2.5,0.0,1509,3.0,98133,8,2014
21006,Average,2015-04-02,13.514405465180353,3,2.5,0.0,2350,2.0,98029,8,2013
21007,Average,2015-02-20,12.56374708980199,2,1.5,0.0,1010,3.0,98125,7,2007
21008,Average,2015-03-17,13.676248490630767,5,3.5,0.0,4495,2.0,98011,9,2013
21009,Average,2014-11-14,13.496681756515656,3,2.5,0.0,1580,3.0,98119,9,2009
21010,Average,2015-02-04,12.886641043883259,4,3.0,0.0,2750,2.0,98038,9,2012
21011,Average,2014-08-05,13.190022025878143,4,2.25,0.0,1890,2.0,98029,7,2005
21012,Average,2014-12-29,12.449018824140563,3,2.25,0.0,1320,2.0,98106,7,2007
21013,Average,2014-10-15,12.468436909997665,4,2.5,0.0,2150,2.0,98002,8,2006
21014,Average,2014-09-10,13.604789526648622,4,2.5,0.0,3340,2.0,98052,9,2014
21015,Average,2014-12-01,12.793253571453919,3,2.5,0.0,1850,2.0,98053,7,2010
21016,Average,2015-03-20,13.122363377404328,2,2.5,0.0,1950,2.0,98118,9,2012
21017,Average,2014-10-27,13.864300722133706,5,3.25,0.0,4240,2.0,98053,9,2014
21018,Average,2015-02-25,13.604789526648622,4,3.5,0.0,2700,2.0,98118,11,2006
21019,Average,2015-02-06,13.312983737012978,5,4.0,0.0,3040,2.0,98065,8,2011
21020,Average,2015-03-17,13.500799813124575,4,2.5,0.0,2460,2.0,98033,8,2005
21021,Average,2015-03-17,12.697715449879391,4,2.5,0.0,2110,2.0,98042,7,2013
21022,Average,2014-11-10,12.821258284620408,2,1.0,0.0,780,2.0,98144,7,2009
21023,Average,2014-06-25,13.036805489042683,5,3.5,0.0,2640,2.0,98065,7,2001
21024,Average,2014-11-13,14.880221294956703,5,4.0,0.0,5190,2.0,98039,11,2013
21025,Average,2014-12-10,12.80765263256463,4,2.5,0.0,2420,2.0,98042,8,2013
21026,Average,2014-12-26,12.449018824140563,4,2.5,0.0,1987,2.0,98001,7,2011
21027,Average,2014-07-17,12.834681304952548,1,1.0,0.0,720,1.0,98116,6,1920
21028,Average,2014-10-02,12.834681304952548,2,1.5,0.0,1130,2.0,98116,8,2006
21029,Average,2014-07-22,13.158463843029052,4,2.5,0.0,2810,2.0,98038,9,2014
21030,Average,2014-07-21,12.75419405403986,3,3.25,0.0,1500,2.0,98106,8,2007
21031,Average,2015-02-23,12.618377641514309,4,2.0,0.0,1390,3.0,98027,7,2008
21032,Average,2014-05-19,13.262125319779487,4,2.5,0.0,2500,2.0,98065,9,2013
21033,Average,2014-07-23,13.217582643985264,4,3.5,0.0,3906,2.0,98001,9,2014
21034,Average,2015-02-19,13.710150042306449,5,6.0,0.0,7120,2.0,98006,12,2007
21035,Average,2014-07-11,12.892950213076524,3,2.5,0.0,1470,2.0,98122,8,2006
21036,Average,2014-11-21,13.892471599100402,5,3.5,0.0,3230,2.0,98052,10,2007
21037,Average,2015-04-22,13.561778924882042,3,2.5,0.0,2700,2.0,98075,9,2014
21038,Average,2015-05-08,13.142166004700508,4,2.5,0.0,4073,2.0,98001,8,2008
21039,Average,2014-08-29,13.063197066735112,4,2.5,0.0,3361,2.0,98092,9,2014
21040,Average,2014-09-11,12.570715759118084,4,2.25,0.0,1610,2.0,98038,7,2010
21041,Average,2014-10-16,13.805450121049656,4,3.5,0.0,3830,2.0,98052,9,2014
21042,Average,2014-06-12,12.611537753638338,3,3.25,0.0,1470,2.0,98108,7,2008
21043,Average,2014-06-23,13.40746712884131,5,3.0,0.0,3190,1.0,98178,9,2013
21044,Average,2014-07-16,13.45767494070479,4,3.25,0.0,3250,2.0,98065,9,2014
21045,Average,2015-03-03,12.873902018105829,3,2.25,0.0,1490,2.0,98028,7,2009
21046,Average,2015-03-21,13.415032991367148,5,2.75,0.0,2900,2.0,98075,8,2008
21047,Average,2014-07-09,13.096019402064726,4,2.5,0.0,2540,2.0,98108,9,2005
21048,Average,2014-07-23,13.55413930030229,5,2.75,0.0,3360,2.0,98011,9,2014
21049,Average,2014-05-08,12.68215153296633,2,1.25,0.0,860,2.0,98144,7,2007
21050,Average,2015-04-27,13.326935543133104,4,2.5,0.0,3020,2.0,98072,9,2006
21051,Average,2014-08-06,12.611537753638338,3,2.5,0.0,1330,3.0,98133,7,2002
21052,Average,2014-11-25,12.901592010235175,4,2.5,0.0,2578,2.0,98092,9,2014
21053,Average,2014-09-18,12.87266278904011,4,2.5,0.0,2640,2.0,98038,8,2014
21054,Average,2014-08-21,12.449018824140563,3,1.75,0.0,1260,2.0,98106,7,2011
21055,Average,2015-02-20,13.892471599100402,3,2.5,0.0,1990,3.0,98102,9,2012
21056,Average,2014-11-21,13.365858424966437,5,3.25,0.0,3340,2.0,98065,9,2014
21057,Average,2014-08-28,13.363315412168129,4,2.5,0.0,2840,2.0,98056,9,2013
21058,Average,2014-12-16,12.834681304952548,3,2.5,0.0,1530,3.0,98103,8,2009
21059,Average,2014-06-04,13.281927947075667,3,2.5,0.0,1780,3.0,98107,8,2006
21060,Average,2015-01-20,13.206704525838079,4,2.5,0.0,2340,2.0,98065,8,2005
21061,Average,2014-08-06,12.959844447906553,4,2.5,0.0,2390,2.0,98065,7,2002
21062,Average,2015-03-11,12.834547962729536,4,2.5,0.0,2090,2.0,98038,8,2012
21063,Good,2015-03-12,12.593271944831445,3,1.0,0.0,1140,1.0,98059,7,1960
21064,Average,2014-10-13,12.611537753638338,3,2.5,0.0,1960,2.0,98059,7,2012
21065,Average,2014-09-10,12.889043219638559,5,3.5,0.0,2738,2.0,98023,8,2014
21066,Average,2014-07-18,13.592367006650065,4,2.5,0.0,3691,2.0,98074,8,2013
21067,Average,2014-07-30,12.994507278363448,3,2.5,0.0,2340,2.0,98045,8,2013
21068,Average,2014-11-06,13.42984807715229,4,3.5,0.0,2510,2.0,98052,8,2013
21069,Average,2015-03-18,13.426592784431616,6,3.0,0.0,2800,2.0,98117,8,1998
21070,Average,2015-05-01,12.959726793926773,3,2.5,0.0,1650,2.0,98065,8,2013
21071,Average,2015-03-31,12.319356686983513,2,2.25,0.0,1061,2.0,98002,7,2013
21072,Average,2015-05-13,13.11835535600679,4,2.5,0.0,3402,2.0,98023,10,2014
21073,Average,2014-10-31,12.793720411897448,4,2.5,0.0,2542,2.0,98030,8,2014
21074,Average,2014-05-15,13.487006490992238,3,2.5,0.0,3150,2.0,98024,9,2007
21075,Average,2014-11-12,13.180632285528304,4,2.5,0.0,3010,2.0,98059,8,2008
21076,Average,2014-10-07,12.594730635321957,3,2.5,0.0,1660,2.0,98038,7,2011
21077,Average,2014-10-21,12.450977688625896,3,2.5,0.0,1770,2.0,98042,7,2009
21078,Average,2014-05-21,13.228523573232719,3,3.0,0.0,1960,2.0,98027,9,2007
21079,Average,2014-07-10,12.535196520381616,4,2.5,0.0,1889,2.0,98001,7,2012
21080,Average,2015-04-08,12.973863369085885,4,2.5,0.0,3040,2.0,98038,9,2007
21081,Average,2014-11-17,13.567049198665774,4,2.75,0.0,3420,2.0,98053,9,2010
21082,Average,2014-10-14,13.383187995686226,3,3.25,0.0,1720,2.0,98112,8,2004
21083,Average,2014-07-14,13.010313873595706,3,2.5,0.0,1740,2.0,98011,7,2012
21084,Average,2014-05-05,13.476111241621927,4,2.5,0.0,2450,2.0,98052,8,2013
21085,Average,2014-08-15,12.532278072652707,3,1.5,0.0,1190,2.0,98052,8,2014
21086,Average,2014-05-28,12.802158113246987,4,2.5,0.0,3753,2.0,98023,10,2008
21087,Average,2015-02-02,13.303003521415745,5,3.5,0.0,3440,2.0,98045,9,2014
21088,Average,2014-12-11,13.279367126213993,3,2.5,0.0,2160,3.0,98119,8,2010
21089,Average,2014-07-31,14.054527458434775,4,2.75,0.0,3820,2.0,98033,10,2014
21090,Average,2015-02-12,12.850423411901156,2,2.0,0.0,1120,2.0,98144,7,2007
21091,Average,2014-07-08,12.71736815888076,4,2.5,0.0,2250,2.0,98003,8,2014
21092,Average,2014-06-04,13.16158409055761,3,3.25,0.0,1540,2.0,98027,8,2011
21093,Average,2014-10-07,12.66032791780777,2,2.25,0.0,1240,2.0,98027,7,2009
21094,Average,2015-03-31,13.096019402064726,2,1.5,0.0,1160,2.0,98117,8,2007
21095,Average,2014-08-08,12.959726793926773,5,3.5,0.0,2760,2.5,98056,8,2013
21096,Average,2015-02-10,13.203574632829152,3,2.25,0.0,1580,3.0,98199,9,2013
21097,Average,2014-12-11,12.676076274775909,3,3.25,0.0,1480,2.0,98106,8,2013
21098,Average,2014-07-23,13.946538820370678,4,3.25,0.0,3740,2.0,98029,10,2014
21099,Average,2014-12-15,12.959844447906553,4,2.5,0.0,1950,2.0,98065,8,2012
21100,Average,2014-10-31,13.070964814318328,3,3.0,0.0,1530,3.0,98117,8,2012
21101,Average,2014-08-04,12.636669294275944,3,2.5,0.0,1820,2.0,98038,8,2014
21102,Average,2014-12-10,13.634633557296535,3,2.5,0.0,2760,2.0,98075,10,2014
21103,Average,2014-07-23,13.55413930030229,5,2.75,0.0,3010,2.0,98074,9,2014
21104,Average,2015-04-24,13.618126123493274,5,3.25,0.0,3860,2.0,98065,9,2006
21105,Average,2015-03-16,13.297156667777491,4,2.5,0.0,2490,2.0,98065,8,2013
21106,Average,2014-09-12,13.017002861746503,4,2.5,0.0,3236,2.0,98030,10,2005
21107,Average,2015-04-21,13.45166712454693,4,2.5,0.0,2830,2.0,98065,8,2003
21108,Average,2015-03-23,12.611537753638338,3,2.0,0.0,1451,1.0,98042,7,2010
21109,Average,2014-06-23,13.151922179645874,5,3.25,0.0,2910,2.0,98106,8,2013
21110,Average,2014-09-03,13.208541073645382,3,2.5,0.0,1280,3.0,98105,8,2009
21111,Average,2015-02-18,12.80765263256463,3,2.25,0.0,1110,2.0,98144,7,2008
21112,Average,2014-07-14,13.484920984501217,4,2.75,0.0,2840,2.0,98033,9,2008
21113,Average,2015-04-01,12.541830341213517,3,1.75,0.0,1410,2.0,98106,8,2014
21114,Average,2014-09-25,13.095896191189158,4,2.5,0.0,3250,2.0,98030,9,2014
21115,Average,2014-06-26,13.17115354157376,4,2.75,0.0,3030,2.0,98059,8,2011
21116,Average,2014-07-25,12.751299696013497,4,2.5,0.0,1983,2.0,98092,9,2012
21117,Average,2014-10-30,13.32612021491835,3,3.25,0.0,2440,2.0,98027,8,2005
21118,Average,2014-08-25,12.821258284620408,3,2.5,0.0,2313,2.0,98030,9,2011
21119,Average,2014-10-02,13.015891132893811,3,2.25,0.0,1260,2.0,98029,7,2005
21120,Average,2015-04-16,13.151922179645874,3,2.5,0.0,2000,2.0,98072,8,2011
21121,Average,2015-05-04,12.754483029623435,2,1.75,0.0,1150,2.0,98027,7,2013
21122,Average,2014-12-09,12.895462777212407,4,2.5,0.0,2820,2.0,98038,9,2007
21123,Average,2014-08-20,12.644327576461329,2,1.75,0.0,1160,2.0,98014,7,2008
21124,Average,2015-02-26,12.429216196844383,3,2.25,0.0,1481,2.0,98002,7,2012
21125,Average,2014-08-06,14.446782334806132,5,3.5,0.0,4390,2.0,98115,9,2013
21126,Average,2014-08-27,13.45166712454693,2,1.75,0.0,1570,3.0,98004,9,2007
21127,Average,2014-08-27,13.901688254205327,4,3.0,0.0,3410,2.0,98126,9,2007
21128,Average,2014-08-04,13.669706448405869,5,3.25,0.0,3480,2.0,98074,9,2014
21129,Average,2014-06-16,13.527821818823604,4,3.25,0.0,3430,2.0,98011,9,2014
21130,Average,2014-06-10,13.17115354157376,5,2.75,0.0,2880,2.0,98059,9,2006
21131,Average,2014-11-21,13.3999193535571,3,2.5,0.0,2990,2.0,98028,10,2006
21132,Average,2014-05-06,14.403297222866392,5,5.0,0.0,4490,2.0,98004,10,2013
21133,Average,2014-10-29,13.764217263576723,5,4.0,0.0,4100,2.0,98053,9,2011
21134,Average,2014-06-18,14.151982794585487,4,2.75,0.0,3870,2.0,98033,11,2005
21135,Average,2014-07-02,12.487673766415952,2,1.5,0.0,800,2.0,98106,7,2008
21136,Average,2015-03-06,13.017002861746503,3,2.25,0.0,1620,3.0,98027,8,2009
21137,Average,2015-05-05,13.726679344257658,4,2.5,0.0,2910,3.0,98034,8,2010
21138,Average,2014-06-30,13.777808690780263,4,3.25,0.0,3530,2.0,98033,10,2007
21139,Average,2014-10-08,12.506177237980511,4,2.5,0.0,2701,2.0,98092,7,2013
21140,Average,2014-07-24,12.591335046320818,2,2.5,0.0,1380,2.0,98126,7,2012
21141,Average,2014-06-05,13.458835614025542,3,2.5,0.0,2050,2.0,98117,9,2011
21142,Average,2015-03-16,13.883169206438088,3,4.0,0.0,3370,2.0,98075,10,2014
21143,Average,2015-04-29,13.112111000939978,3,2.5,0.0,2040,2.0,98126,7,2008
21144,Average,2014-08-01,12.936033799212835,3,2.5,0.0,1610,2.0,98072,8,2010
21145,Average,2014-05-02,13.038960029098545,3,2.5,0.0,2680,2.0,98045,8,2013
21146,Average,2014-10-03,13.691069154493656,4,3.5,0.0,3560,2.0,98075,10,2014
21147,Average,2014-12-29,13.337474757021274,4,3.5,0.0,3880,2.0,98019,10,2007
21148,Average,2015-02-12,12.83707842955227,3,2.0,0.0,1824,1.0,98001,9,2010
21149,Average,2014-10-06,13.390862630439337,3,2.5,0.0,2220,2.0,98027,10,2012
21150,Average,2015-03-25,14.425276129585168,4,3.25,0.0,4140,2.0,98040,10,2013
21151,Average,2014-12-10,12.2783933071098,3,2.5,0.0,1322,2.0,98001,7,2009
21152,Average,2014-11-24,13.35426843438711,3,2.5,0.0,1909,3.0,98103,8,2006
21153,Average,2014-11-07,13.658856747918897,4,3.5,0.0,3460,2.0,98075,10,2010
21154,Average,2015-01-27,12.368382803236635,4,2.5,0.0,1954,2.0,98001,8,2007
21155,Average,2014-07-10,13.554145793829866,5,2.5,0.0,3000,1.0,98033,9,2007
21156,Average,2014-06-19,13.507612172660242,4,2.5,0.0,2650,2.0,98053,8,2012
21157,Average,2015-01-09,13.687677186454389,4,2.5,0.0,2580,2.0,98033,8,2013
21158,Average,2015-01-14,13.17115354157376,4,3.0,0.0,2650,2.0,98028,8,2011
21159,Average,2014-08-07,13.560618308335483,4,3.5,0.0,3390,2.0,98027,10,2008
21160,Average,2015-04-30,13.440111405027261,3,1.75,0.0,1470,3.0,98119,10,2009
21161,Average,2014-11-12,13.404530269168,3,2.5,0.0,1910,2.0,98029,9,2006
21162,Average,2015-03-30,13.610943392223,4,2.5,0.0,3030,2.0,98033,9,2005
21163,Average,2015-04-27,13.864300722133706,4,3.25,0.0,2930,2.0,98029,9,2013
21164,Average,2015-04-23,12.978931709816678,3,2.5,0.0,1650,2.0,98065,8,2014
21165,Average,2014-12-10,13.493926933836812,4,2.5,0.0,2870,2.0,98029,9,2006
21166,Average,2015-04-08,12.54236629477704,3,2.5,0.0,1608,2.0,98092,8,2013
21167,Average,2015-03-27,12.51417112746354,2,2.5,0.0,1620,2.0,98027,7,2014
21168,Average,2014-06-16,13.057291380660613,3,2.5,0.0,1350,2.0,98117,8,2007
21169,Average,2014-06-02,12.604848765487542,3,2.5,0.0,1950,2.0,98038,7,2010
21170,Average,2015-01-14,12.62313688948169,6,4.5,0.0,3390,2.0,98118,8,2007
21171,Average,2015-04-10,12.637855061955712,3,1.75,0.0,1300,2.0,98027,7,2008
21172,Average,2015-04-15,13.37979240668509,3,3.0,0.0,2230,2.5,98027,8,2014
21173,Average,2015-01-02,13.181009572837063,4,2.5,0.0,1880,2.0,98027,8,2010
21174,Average,2014-11-12,12.911642346088676,5,2.5,0.0,3370,2.0,98038,7,2006
21175,Average,2014-07-24,13.178743710840436,2,2.5,0.0,1320,2.0,98107,8,2014
21176,Average,2014-09-08,13.423800415088445,3,2.5,0.0,2920,2.0,98059,9,2013
21177,Average,2015-04-02,13.253391639810733,3,3.25,0.0,1550,2.0,98199,9,2013
21178,Average,2014-12-26,12.836013750186327,4,2.5,0.0,2301,2.0,98001,9,2010
21179,Average,2014-10-21,13.005829561148378,3,3.25,0.0,1710,2.0,98029,8,2004
21180,Average,2015-01-05,13.9108207377686,4,3.75,0.0,2890,2.0,98033,9,2013
21181,Average,2014-08-25,13.075271769870477,3,2.5,0.0,2100,2.0,98108,7,2006
21182,Average,2014-11-21,13.017002861746503,3,2.75,0.0,2240,2.0,98178,8,2014
21183,Average,2015-03-26,12.964551001744079,3,3.0,0.0,1460,3.0,98117,8,2006
21184,Average,2015-02-24,13.487006490992238,3,1.75,0.0,1370,3.0,98102,9,2014
21185,Average,2014-10-08,14.6175121434363,3,3.5,1.0,3760,2.0,98056,11,2014
21186,Average,2014-05-27,13.018779061147757,4,3.25,0.0,2510,2.0,98056,9,2009
21187,Average,2014-08-29,13.041370218194796,2,2.25,0.0,1210,2.0,98117,8,2010
21188,Average,2014-10-01,13.87377946608825,4,3.0,0.0,2990,2.0,98075,10,2014
21189,Average,2015-04-08,13.287877815881902,3,2.5,0.0,1710,2.0,98116,8,2006
21190,Average,2014-07-16,13.079100907344714,4,2.5,0.0,3274,2.0,98092,9,2014
21191,Average,2014-07-09,13.541073712262515,4,2.25,0.0,3300,3.0,98126,9,2014
21192,Average,2014-07-03,13.845069360205818,4,3.5,0.0,4370,2.0,98059,11,2008
21193,Average,2014-06-13,12.86099861326992,4,2.5,0.0,2050,2.0,98059,7,2006
21194,Average,2014-05-16,13.122363377404328,2,2.5,0.0,1310,2.0,98122,8,2006
21195,Average,2015-04-15,12.959844447906553,3,1.5,0.0,1680,1.5,98014,7,2012
21196,Good,2014-09-05,13.221484468272136,3,3.0,0.0,1330,2.0,98122,8,2005
21197,Average,2014-12-29,13.573438996764546,3,3.0,0.0,1950,3.0,98004,9,2009
21198,Average,2015-03-23,13.329377546788654,5,3.25,0.0,3090,2.0,98056,9,2012
21199,Average,2015-04-23,12.641096555879882,3,2.5,0.0,1950,2.0,98042,7,2013
21200,Average,2015-02-20,12.819906019370393,3,2.0,0.0,1108,3.0,98115,7,2009
21201,Average,2015-02-11,12.876462838967504,4,2.25,0.0,2190,2.0,98059,7,2006
21202,Average,2014-10-29,13.049792684569493,3,1.75,0.0,1590,2.0,98144,8,2014
21203,Average,2014-06-06,13.687620366658358,4,2.75,0.0,3010,2.0,98033,9,2014
21204,Average,2014-10-23,12.826649133255284,3,2.0,0.0,1330,2.0,98136,8,2014
21205,Average,2014-05-22,12.464583340681674,3,2.5,0.0,1550,2.0,98002,7,2011
21206,Average,2014-07-07,12.832011076396668,2,1.5,0.0,1260,2.0,98144,7,2001
21207,Average,2015-03-05,13.237476184504834,4,2.5,0.0,2550,2.0,98065,8,2001
21208,Average,2015-04-03,13.321214236149494,3,2.5,0.0,1300,3.0,98103,8,2007
21209,Average,2015-01-08,13.36138027787483,3,3.0,0.0,2230,2.5,98027,8,2014
21210,Average,2014-06-27,12.367340793126296,1,1.5,0.0,1170,2.0,98126,8,2007
21211,Average,2014-07-16,13.342783222796943,4,3.5,0.0,4170,2.0,98072,9,2007
21212,Average,2014-10-23,12.929991484756872,3,2.0,0.0,1680,1.0,98065,7,2007
21213,Average,2014-11-21,12.84792653170257,4,3.25,0.0,2864,3.0,98030,8,2014
21214,Average,2014-06-23,13.116345305078767,3,2.25,0.0,1630,2.0,98029,7,2005
21215,Average,2014-11-11,13.021437458814368,4,2.5,0.0,2716,2.0,98030,9,2014
21216,Average,2014-10-25,12.65075846679162,3,2.5,0.0,1750,2.0,98038,7,2013
21217,Average,2014-09-19,13.060381585048447,5,3.0,0.0,3223,2.0,98042,9,2014
21218,Average,2014-08-05,13.560618308335483,5,2.5,0.0,2600,2.0,98136,9,2014
21219,Average,2015-04-27,13.429833371161804,4,2.75,0.0,3320,2.0,98133,8,2014
21220,Average,2014-06-27,12.573455059362532,4,2.0,0.0,1350,3.0,98027,7,2008
21221,Average,2015-04-08,13.592367006650065,5,2.5,0.0,3410,2.0,98006,9,2007
21222,Average,2015-04-27,12.608198852372823,3,2.5,0.0,1572,2.0,98092,8,2013
21223,Average,2015-01-29,12.712890247898626,4,2.5,0.0,2300,2.0,98042,7,2013
21224,Average,2015-04-20,13.17115354157376,1,1.5,0.0,1030,1.0,98105,8,1940
21225,Average,2014-09-03,13.337474757021274,3,1.75,0.0,1458,2.0,98144,8,2014
21226,Average,2014-11-03,13.021437458814368,4,2.5,0.0,2190,2.0,98065,7,2007
21227,Average,2014-10-28,13.353475098367715,4,3.0,0.0,3640,2.0,98118,8,2010
21228,Average,2014-07-24,13.091904169919621,4,2.75,0.0,2790,2.0,98045,8,2013
21229,Average,2014-10-13,12.765545566117686,4,2.5,0.0,2632,2.0,98001,8,2013
21230,Average,2014-07-01,13.122343377204325,4,2.75,0.0,2910,2.0,98045,8,2013
21231,Average,2014-12-05,13.142166004700508,2,2.25,0.0,1470,2.0,98115,8,2005
21232,Average,2015-03-03,13.892471599100402,3,2.5,0.0,2240,2.0,98006,8,1995
21233,Average,2014-05-08,13.110290796170059,3,2.5,0.0,2310,2.0,98028,8,2011
21234,Average,2014-06-26,12.971307902484373,3,2.5,0.0,2370,2.0,98019,8,2009
21235,Average,2014-10-15,13.132313708257497,4,2.75,0.0,2980,1.0,98056,8,2007
21236,Average,2014-07-15,12.513557345278134,4,2.0,0.0,1870,1.0,98022,7,2009
21237,Average,2015-02-10,13.417269294945429,3,2.5,0.0,1770,3.0,98103,8,2012
21238,Average,2015-03-11,13.500731317628127,4,3.5,0.0,3510,2.0,98065,10,2001
21239,Average,2014-07-21,13.064384627180477,4,2.5,0.0,3281,2.0,98092,9,2014
21240,Average,2014-11-03,12.429016176841717,3,2.0,0.0,1670,1.0,98022,7,2014
21241,Average,2014-08-08,12.959726793926773,5,3.5,0.0,2760,2.5,98056,8,2013
21242,Average,2014-07-09,14.03062193758122,5,3.5,0.0,5430,2.0,98006,10,2007
21243,Average,2014-09-11,12.994530005894443,4,2.5,0.0,2990,2.0,98010,9,2011
21244,Average,2015-04-08,13.112313041550827,4,3.5,0.0,3170,2.0,98059,8,2008
21245,Average,2014-05-13,13.676248490630767,4,2.5,0.0,3520,2.5,98136,9,2006
21246,Average,2014-11-25,13.233904752137237,2,3.0,0.0,1650,3.0,98103,8,2015
21247,Average,2014-05-07,13.112313041550827,4,2.75,0.0,2656,2.0,98001,9,2014
